,period,reporterCode,mirrorPrimaryValue,mirrorNetWgt,primaryValue,netWgt
9187,201508,516,"{72: 1117.069, 710: 24322.604}","{72: 747.515, 710: 30000.0}",{},{}
9188,201509,516,{72: 2597.203},{72: 2834.55},{},{}
9189,201510,516,{72: 2805.869},{72: 2559.48},{},{}
9190,201511,516,{72: 2990.893},{72: 232771.0},{},{}
9191,201512,516,{72: 3769.563},{72: 5308.99},{},{}
9192,201601,516,{},{},{},{}
9193,201602,516,{710: 175.0},{710: 20.13},{},{}
9194,201603,516,{},{},{},{}
9195,201604,516,{},{},{},{}
9196,201605,516,{},{},{},{}
9197,201606,516,{},{},{},{}
9198,201607,516,{},{},{},{}
9199,201608,516,{710: 1812.753},{710: 837.27},{},{}
9200,201609,516,{},{},{},{}
9201,201610,516,{},{},{},{}
9202,201611,516,{},{},{},{}
9203,201612,516,{},{},{},{}
9204,201701,516,"{72: 2767.42, 710: 6554.464}","{72: 1090.0, 710: 4315.0}","{591: 1122.842, 784: 0.074, 710: 20.645, 0: 0.074}","{591: 60.0, 784: 1.0, 710: 22.0, 0: 1.0}"
9205,201702,516,{710: 7694.755},{710: 99131.0},"{0: 2406.502, 579: 277.216, 24: 2406.502, 591: 1002.539}","{0: 650.0, 579: 40.0, 24: 650.0, 591: 20.0}"
9206,201703,516,"{72: 528.512, 710: 2884.16}","{72: 725.0, 710: 1484.0}",{},{}
9207,201704,516,"{24: 2612.77, 72: 2324.707, 710: 6080.663}","{24: 238.0, 72: 3120.14, 710: 500.0}","{24: 270.975, 0: 270.975}","{24: 42.0, 0: 42.0}"
9208,201705,516,"{72: 3171.06, 710: 4288.463}","{72: 4332.4, 710: 2208.0}","{0: 30.299, 784: 8476.722, 710: 30.299}","{0: 25.0, 784: 2900.0, 710: 25.0}"
9209,201706,516,"{72: 5102.311, 710: 38.011}","{72: 6857.4, 710: 4.0}","{702: 18143.012, 0: 18143.012}","{702: 4160.0, 0: 4160.0}"
9210,201707,516,"{72: 13437.39, 710: 23.299}","{72: 3436.78, 710: 16.21}","{440: 835.974, 0: 835.974}","{440: 30.0, 0: 30.0}"
9211,201708,516,"{72: 1698.909, 710: 7554.467}","{72: 2295.86, 710: 0.0}","{56: 2801.249, 0: 41.068, 826: 3.779, 710: 28.975, 528: 7.558, 842: 0.756}","{56: 417.0, 0: 12.0, 826: 0.5, 710: 7.5, 528: 2.0, 842: 2.0}"
9212,201709,516,"{72: 3241.132, 710: 111.31}","{72: 4349.67, 710: 63.64}","{0: 20701.154, 72: 20619.537, 24: 81.617}","{0: 34025.0, 72: 34000.0, 24: 25.0}"
9213,201710,516,{},{},{},{}
9214,201711,516,"{72: 9253.594, 710: 54.552}","{72: 30234.3, 710: 20.0}","{0: 20346.855, 72: 20346.855}","{0: 34000.0, 72: 34000.0}"
9215,201712,516,"{72: 1315.576, 710: 37.281}","{72: 847.665, 710: 50.0}","{0: 3622.469, 579: 3622.469, 710: 0.759}","{0: 200.0, 579: 200.0, 710: 1.0}"
9216,201801,516,"{72: 2864.121, 710: 71.042}","{72: 1717.62, 710: 24.0}",{},{}
9217,201802,516,{710: 1300.968},{710: 171.0},{},{}
9218,201803,516,{710: 327.656},{710: 20.0},{},{}
9219,201804,516,"{72: 7510.172, 710: 1370.65}","{72: 5007.0, 710: 129.0}",{},{}
9220,201805,516,{710: 207.193},{710: 63.24},{},{}
9221,201806,516,{710: 988.673},{710: 110.0},{},{}
9222,201807,516,"{72: 77.187, 710: 18.338}","{72: 20.0, 710: 50.0}",{},{}
9223,201808,516,{710: 8584.587},{710: 1189.24},{},{}
9224,201809,516,{710: 22.193},{710: 56.0},{},{}
9225,201810,516,{710: 101.267},{710: 57.0},{},{}
9226,201811,516,{710: 150.782},{710: 40.0},{},{}
9227,201812,516,{710: 23.06},{710: 50.0},{},{}
9228,201901,516,{710: 1772.536},{710: 618.28},"{608: 634.011, 60: 5669.498, 842: 0.721, 702: 43.358, 724: 8.296, 784: 0.721, 826: 73.946, 300: 3.607, 56: 0.721, 710: 2.886, 0: 6437.766}","{608: 210.0, 60: 1690.0, 842: 4.0, 702: 4.3, 724: 0.2, 784: 3.0, 826: 5.5, 300: 1.0, 56: 0.5, 710: 4.5, 0: 1923.0}"
9229,201902,516,{710: 53.423},{710: 30.0},"{24: 5913.625, 710: 43.492, 0: 43.492}","{24: 702.41, 710: 87.0, 0: 87.0}"
9230,201903,516,{710: 889.171},{710: 173.0},"{842: 1.017, 826: 1.706, 24: 2295.894, 710: 0.07, 0: 3.81, 784: 1.017}","{842: 0.8, 826: 1.3, 24: 624.0, 710: 0.5, 0: 4.6, 784: 2.0}"
9231,201904,516,{710: 12.576},{710: 8.0},"{0: 38.39, 710: 38.39}","{0: 3.5, 710: 3.5}"
9232,201905,516,{710: 55.552},{710: 24.0},"{56: 201.703, 702: 20.78, 710: 38.166, 0: 2100.783, 60: 2100.783}","{56: 100.416, 702: 1.0, 710: 66.5, 0: 1000.0, 60: 1000.0}"
9233,201906,516,{},{},"{56: 72.083, 826: 18.536, 702: 0.755, 784: 4.119, 842: 6.865, 710: 0.755, 0: 103.113}","{56: 2.0, 826: 8.33, 702: 2.3, 784: 3.0, 842: 2.53, 710: 0.7, 0: 18.86}"
9234,201907,516,{},{},"{702: 7.119, 784: 208.306, 392: 0.712, 710: 19.506, 0: 263.091, 56: 7.19, 826: 18.834, 591: 1928.717, 842: 0.712, 276: 0.712}","{702: 2.0, 784: 4.5, 392: 2.0, 710: 16.5, 0: 38.9, 56: 1.5, 826: 3.0, 591: 724.0, 842: 8.9, 276: 0.5}"
9235,201908,516,{710: 50.785},{710: 4.95},"{56: 3.302, 702: 6.604, 528: 1.321, 710: 1.057, 842: 0.66, 784: 2.659, 0: 20.225, 826: 4.623}","{56: 1.5, 702: 1.5, 528: 4.5, 710: 1.5, 842: 0.5, 784: 3.3, 0: 15.3, 826: 2.5}"
9236,201909,516,"{72: 422.469, 710: 196867.021}","{72: 408.3, 710: 107529.0}","{0: 78.083, 842: 10.378, 826: 21.213, 784: 23.301, 710: 21.416, 724: 28440.92, 300: 0.673, 702: 0.067, 528: 1.034}","{0: 27.6, 842: 1.0, 826: 8.3, 784: 5.5, 710: 8.3, 724: 11550.0, 300: 1.5, 702: 1.0, 528: 2.0}"
9237,201910,516,"{72: 25.17, 710: 108742.152}","{72: 50.0, 710: 61815.0}","{276: 14.591, 826: 16.363, 757: 4370.209, 56: 9.41, 528: 6.776, 710: 38.507, 0: 96.917, 702: 0.067, 300: 1.006, 842: 3.421, 784: 6.776}","{276: 3.0, 826: 10.0, 757: 1680.0, 56: 3.0, 528: 2.5, 710: 26.0, 0: 51.0, 702: 1.0, 300: 1.0, 842: 3.5, 784: 1.0}"
9238,201911,516,"{72: 489.127, 710: 234653.761}","{72: 17716.3, 710: 114965.0}","{579: 0.338, 56: 3.04, 826: 9.39, 702: 6.755, 842: 3.378, 784: 44.584, 300: 2.066, 528: 4.729, 0: 789.892, 710: 23.778}","{579: 2.5, 56: 1.5, 826: 6.0, 702: 2.5, 842: 2.5, 784: 3.5, 300: 3.0, 528: 5.7, 0: 118.697, 710: 13.5}"
9239,201912,516,{710: 64507.178},{710: 33481.0},"{826: 4.442, 579: 0.069, 842: 4.526, 300: 1.455, 710: 23.068, 56: 1.039, 0: 42.587, 784: 1.062, 528: 6.927}","{826: 3.48, 579: 1.0, 842: 3.0, 300: 2.0, 710: 25.7, 56: 1.0, 0: 40.18, 784: 2.0, 528: 2.0}"
9240,202001,516,{710: 64666.464},{710: 34000.0},"{784: 39.591, 826: 19.066, 842: 0.695, 579: 0.069, 608: 158.189, 702: 1002.685, 710: 299.247, 300: 10.561, 528: 9.962, 56: 1.007, 0: 158.189}","{784: 3.5, 826: 3.0, 842: 1.0, 579: 1.0, 608: 20.0, 702: nan, 710: 75.6, 300: 5.5, 528: 10.81, 56: 0.5, 0: 20.0}"
9241,202002,516,{710: 91.573},{710: 7.81},"{0: 93.603, 842: 2.701, 528: 1.036, 300: 2.664, 24: 26.639, 56: 6.66, 784: 2.355, 826: 20.046, 710: 31.501}","{0: 62.45, 842: 3.83, 528: 2.0, 300: 2.0, 24: 3.72, 56: 1.0, 784: 1.5, 826: 2.5, 710: 45.9}"
9242,202003,516,{710: 51.17},{710: 12.0},"{784: 2727.962, 528: 4.471, 24: 551.114, 56: 18.006, 826: 21.907, 251: 3.001, 0: 84.034, 710: 15.425, 300: 539.452}","{784: 537.0, 528: 11.5, 24: 1000.0, 56: 0.5, 826: 8.0, 251: 0.86, 0: 40.46, 710: 16.6, 300: 57.7}"
9243,202004,516,{710: 661.337},{710: 1100.0},"{528: 2.692, 710: 0.108, 0: 28.248, 826: 3.23, 690: 5.922, 842: 0.054, 784: 13.552, 251: 2.692}","{528: 0.78, 710: 3.0, 0: 18.18, 826: 1.0, 690: 1.0, 842: 5.0, 784: 4.9, 251: 2.5}"
9244,202005,516,{710: 13.394},{710: 1.0},"{784: 1.029, 710: 7.67, 24: 5759.924, 579: 393.979, 528: 0.055, 0: 19132.783, 826: 0.165, 196: 12969.96}","{784: 1.2, 710: 26.5, 24: nan, 579: 100.0, 528: 0.5, 0: nan, 826: 3.0, 196: 4305.0}"
9245,202006,516,{},{},"{528: 1.197, 784: 2.918, 710: 0.117, 0: 1320.625, 826: 2.918, 24: 1320.625, 702: 2.918}","{528: 1.0, 784: 2.0, 710: 3.0, 0: nan, 826: 0.32, 24: nan, 702: 1.0}"
9246,202007,516,{},{},"{826: 1.848, 710: 26.235, 584: 14721.747, 0: 10.733, 300: 0.06}","{826: 1.05, 710: 19.4, 584: 2496.0, 0: 10.0, 300: 1.95}"
9247,202008,516,{},{},"{24: 127.649, 659: 977.273, 826: 19.43, 0: 67.077, 710: 26.754, 784: 20.312, 702: 0.58}","{24: 50.0, 659: 308.0, 826: 13.38, 0: 53.34, 710: 35.89, 784: 3.06, 702: 1.01}"
9248,202009,516,{},{},"{710: 10.888, 784: 1.196, 0: 4.786, 826: 17.947, 528: 23.929}","{710: 81.94, 784: 1.23, 0: 1.0, 826: 4.87, 528: 3.65}"
9249,202010,516,{},{},"{784: 0.607, 710: 0.668, 826: 8.687, 702: 0.061, 528: 6.075, 0: 6107.345}","{784: 0.99, 710: 16.78, 826: 7.78, 702: 0.89, 528: 3.75, 0: 1702.19}"
9250,202011,516,{},{},"{826: 21.352, 0: 9950.951, 702: 0.064, 251: 3.216, 784: 7.718, 56: 0.965, 710: 0.064, 300: 0.965, 528: 6.496, 180: 9950.951}","{826: 4.17, 0: 3184.0, 702: 0.87, 251: 0.81, 784: 3.04, 56: 0.27, 710: 5.92, 300: 1.05, 528: 4.89, 180: 3184.0}"
9251,202012,516,{72: 4489.996},{72: 20000.0},"{826: 13.954, 784: 20.126, 702: 10.734, 0: 45.486, 842: 0.671}","{826: 2.54, 784: 1.0, 702: 2.46, 0: 13.26, 842: 7.26}"
9252,202101,516,{},{},"{24: 99.17, 784: 6.016, 826: 10.38, 842: 1.19, 528: 15.239, 702: 26.032, 710: 1.587, 0: 26.032}","{24: nan, 784: 7.52, 826: 7.54, 842: 0.82, 528: 7.33, 702: 0.36, 710: 2.79, 0: 0.36}"
9253,202102,516,{},{},"{842: 0.678, 710: 0.738, 0: 104.147, 702: 3.389, 528: 44.807, 300: 41.52, 826: 12.337, 784: 0.678}","{842: 3.72, 710: 1.0, 0: 26.68, 702: 1.17, 528: 13.76, 300: 1.8, 826: 4.24, 784: 0.99}"
9254,202103,516,{},{},"{710: 24.181, 454: 2670.402, 0: 46.201, 380: 0.667, 180: 107286.754, 706: 2670.402, 826: 10.009, 784: 6.673, 24: 4723.18, 56: 0.667, 842: 4.004}","{710: 27.64, 454: 39826.4, 0: 50.2, 380: 0.24, 180: 251000.0, 706: 39826.4, 826: 2.38, 784: 5.75, 24: 832.0, 56: 0.56, 842: 13.63}"
9255,202104,516,{},{},"{0: 93205.117, 894: 57964.45, 180: 35240.668}","{0: 213608.0, 894: 131608.0, 180: 82000.0}"
9256,202105,516,{},{},{},{}
9257,202106,516,{},{},"{579: 42.442, 702: 1499.936, 710: 14.371, 0: 1542.378}","{579: 2.0, 702: 420.0, 710: 22.0, 0: 422.0}"
9258,202107,516,{},{},"{826: 248.333, 0: 248.333}","{826: nan, 0: nan}"
9259,202108,516,{},{},"{0: 16.228, 710: 16.228}","{0: 2.8, 710: 2.8}"
9260,202109,516,{},{},{},{}
9261,202110,516,{72: 594.301},{72: 225.0},{},{}
9262,202111,516,{710: 87092.34},{710: 36966.0},"{180: 25061.675, 528: 1072.475, 0: 25061.675, 300: 831.811}","{180: 43769.0, 528: 340.0, 0: 43769.0, 300: 73.86}"
9263,202112,516,{72: 172.338},{72: 5.0},"{528: 1515.745, 0: 1515.745}","{528: 416.0, 0: 416.0}"
9264,202201,516,{},{},"{60: 43415.934, 0: 43415.934}","{60: 10500.0, 0: 10500.0}"
9265,202202,516,{710: 31.748},{710: 1.95},"{180: 335829.194, 0: 335829.194}","{180: 532771.0, 0: 532771.0}"
9266,202203,516,{},{},"{710: 0.668, 0: 1.335, 784: 0.668}","{710: 2.0, 0: 3.0, 784: 1.0}"
9267,202204,516,{710: 25.746},{710: 2.77},"{56: 5.35, 0: 5.35}","{56: 0.5, 0: 0.5}"
9268,202205,516,{710: 1358.149},{710: 1215.75},"{24: 2229.405, 0: 2229.405}","{24: 600.0, 0: 600.0}"
9269,202206,516,{},{},{},{}
9270,202207,516,{},{},{},{}
9271,202208,516,{},{},"{710: 6.593, 0: 6.593}","{710: 9.0, 0: 9.0}"
9272,202209,516,{},{},"{0: 78.975, 826: 78.975}","{0: 1.1, 826: 1.1}"
9273,202210,516,{710: 33074.602},{710: 4320.0},"{826: 209.297, 0: 209.297}","{826: 5.0, 0: 5.0}"
9274,202211,516,{710: 186.846},{710: 20.0},"{251: 253.567, 842: 20.52, 0: 844.917, 591: 591.35}","{251: 5.0, 842: 10.0, 0: 125.0, 591: 120.0}"
9275,202212,516,{710: 1247.792},{710: 60.0},"{784: 1.736, 579: 30345.107, 0: 242.453, 56: 17.359, 826: 220.696, 620: 4477.919, 300: 2.083, 842: 0.579}","{784: 6.1, 579: 6300.0, 0: 22.4, 56: 1.0, 826: 11.0, 620: 886.0, 300: 4.0, 842: 0.3}"
9276,202301,516,{},{},"{579: 18958.656, 372: 741.759, 826: 288.456, 0: 19700.415}","{579: 435.0, 372: 50.0, 826: 8.53, 0: 485.0}"
9277,202302,516,{72: 207.932},{72: 50.0},"{72: 309.4, 548: 343.916, 0: 309.4}","{72: 15.0, 548: 60.0, 0: 15.0}"
9278,202303,516,{710: 2430.968},{710: 343.0},"{826: 1444.659, 0: 1444.659}","{826: 120.0, 0: 120.0}"
9279,202304,516,{},{},"{826: 50.835, 0: 123.179, 548: 72.344}","{826: 27.0, 0: 47.0, 548: 20.0}"
9280,202305,516,{},{},"{710: 0.525, 0: 8.135, 826: 8.135}","{710: 1.0, 0: 1.36, 826: 1.36}"
9281,202306,516,{},{},"{826: 98.295, 0: 98.295}","{826: 9.0, 0: 9.0}"
9282,202307,516,{},{},"{710: 1.1, 0: 1.1}","{710: 3.5, 0: 3.5}"
9283,202308,516,{},{},{},{}
9284,202309,516,{72: 870.139},{72: 160.0},{},{}
9285,202310,516,"{72: 1074.45, 710: 10.505}","{72: 195.0, 710: 15.0}","{136: 1057.861, 24: 2325.152, 0: 23507.891, 276: 13358.268, 620: 6766.61}","{136: 220.0, 24: 200.0, 0: 5970.0, 276: 4410.0, 620: 1140.0}"
9286,202311,516,{710: 23.681},{710: 2.46},{},{}
9287,202312,516,{72: 90.731},{72: 3.75},"{251: 1.106, 0: 1.106}","{251: 0.8, 0: 0.8}"
9288,201501,524,{},{},{},{}
9289,201502,524,{},{},{},{}
9290,201503,524,{},{},{},{}
9291,201504,524,{},{},{},{}
9292,201505,524,{},{},{},{}
9293,201506,524,{},{},{},{}
9294,201507,524,{},{},{},{}
9295,201508,524,{},{},{},{}
9296,201509,524,{},{},{},{}
9297,201510,524,{},{},{},{}
9298,201511,524,{},{},{},{}
9299,201512,524,{},{},{},{}
9300,201601,524,{},{},{},{}
9301,201602,524,{},{},{},{}
9302,201603,524,{},{},{},{}
9303,201604,524,{},{},{},{}
9304,201605,524,{},{},{},{}
9305,201606,524,{},{},{},{}
9306,201607,524,{},{},{},{}
9307,201608,524,{},{},{},{}
9308,201609,524,{},{},{},{}
9309,201610,524,{},{},{},{}
9310,201611,524,{},{},{},{}
9311,201612,524,{},{},{},{}
9312,201701,524,{},{},{},{}
9313,201702,524,{},{},{},{}
9314,201703,524,{},{},{},{}
9315,201704,524,{},{},{},{}
9316,201705,524,{},{},{},{}
9317,201706,524,{},{},{},{}
9318,201707,524,{},{},{},{}
9319,201708,524,{},{},{},{}
9320,201709,524,{},{},{},{}
9321,201710,524,{},{},{},{}
9322,201711,524,{},{},{},{}
9323,201712,524,{},{},{},{}
9324,201801,524,{},{},{},{}
9325,201802,524,{},{},{},{}
9326,201803,524,{},{},{},{}
9327,201804,524,{},{},{},{}
9328,201805,524,{},{},{},{}
9329,201806,524,{},{},{},{}
9330,201807,524,{},{},{},{}
9331,201808,524,{},{},{},{}
9332,201809,524,{},{},{},{}
9333,201810,524,{},{},{},{}
9334,201811,524,{},{},{},{}
9335,201812,524,{},{},{},{}
9336,201901,524,{},{},{},{}
9337,201902,524,{},{},{},{}
9338,201903,524,{},{},{},{}
9339,201904,524,{},{},{},{}
9340,201905,524,{},{},{},{}
9341,201906,524,{},{},{},{}
9342,201907,524,{},{},{},{}
9343,201908,524,{},{},{},{}
9344,201909,524,{},{},{},{}
9345,201910,524,{},{},{},{}
9346,201911,524,{},{},{},{}
9347,201912,524,{},{},{},{}
9348,202001,524,{},{},{},{}
9349,202002,524,{},{},{},{}
9350,202003,524,{},{},{},{}
9351,202004,524,{},{},{},{}
9352,202005,524,{},{},{},{}
9353,202006,524,{},{},{},{}
9354,202007,524,{},{},{},{}
9355,202008,524,{},{},{},{}
9356,202009,524,{},{},{},{}
9357,202010,524,{},{},{},{}
9358,202011,524,{},{},{},{}
9359,202012,524,{},{},{},{}
9360,202101,524,{},{},{},{}
9361,202102,524,{},{},{},{}
9362,202103,524,{},{},{},{}
9363,202104,524,{},{},{},{}
9364,202105,524,{},{},{},{}
9365,202106,524,{},{},{},{}
9366,202107,524,{},{},{},{}
9367,202108,524,{},{},{},{}
9368,202109,524,{},{},{},{}
9369,202110,524,{},{},{},{}
9370,202111,524,{},{},{},{}
9371,202112,524,{},{},{},{}
9372,202201,524,{},{},{},{}
9373,202202,524,{},{},{},{}
9374,202203,524,{},{},{},{}
9375,202204,524,{},{},{},{}
9376,202205,524,{},{},{},{}
9377,202206,524,{},{},{},{}
9378,202207,524,{},{},{},{}
9379,202208,524,{},{},{},{}
9380,202209,524,{},{},{},{}
9381,202210,524,{},{},{},{}
9382,202211,524,{},{},{},{}
9383,202212,524,{},{},{},{}
9384,202301,524,{},{},{},{}
9385,202302,524,{},{},{},{}
9386,202303,524,{},{},{},{}
9387,202304,524,{},{},{},{}
9388,202305,524,{},{},{},{}
9389,202306,524,{},{},{},{}
9390,202307,524,{},{},{},{}
9391,202308,524,{},{},{},{}
9392,202309,524,{},{},{},{}
9393,202310,524,{},{},{},{}
9394,202311,524,{},{},{},{}
9395,202312,524,{},{},{},{}
9396,201501,528,"{398: 393174942.13, 428: 10249510.498, 484: 48746328.0, 579: 543061842.802, 826: 432420174.536, 24: 191158888.68, 56: 5957632.319, 251: 245.203}","{398: 711988243.0, 428: 33711000.0, 484: 127434983.275, 579: 1534946600.0, 826: 867026466.0, 24: 705897990.0, 56: 13010515.45, 251: 346.0}","{251: 16203.16, 842: 25202474.321, 568: 134.804, 276: 12546508.061, 56: 4331305.908, 380: 5882.55, 826: 2594.969, 208: 3305.012, 724: 4298.608, 752: 2651.912, 616: 4374.144, 246: 3186.478, 40: 2224.259, 203: 2178.938, 372: 2075.511, 348: 1803.579, 300: 398.6, 620: 1396.844, 442: 641.479, 642: 30946.723, 440: 274.256, 703: 1721.07, 705: 352.116, 100: 219.637, 233: 697.26, 428: 132.479, 191: 79.023, 196: 137.128, 470: 95.292, 0: 42168294.123}","{251: 22291.0, 842: 36189600.0, 568: 180.0, 276: 37580400.0, 56: 9419662.0, 380: 7895.0, 826: 3262.0, 208: 4487.0, 724: 5799.0, 752: 3631.0, 616: 6016.0, 246: 4401.0, 40: 3037.0, 203: 2990.0, 372: 2857.0, 348: 2474.0, 300: 543.0, 620: 1925.0, 442: 879.0, 642: 45066.0, 440: 372.0, 703: 2380.0, 705: 486.0, 100: 299.0, 233: 962.0, 428: 176.0, 191: 109.0, 196: 184.0, 470: 131.0, 0: 83312494.0}"
9397,201502,528,"{24: 11752215.9, 56: 3890419.524, 579: 554261562.2, 398: 304563478.41, 410: 4.0, 826: 631107163.723}","{24: 32075706.0, 56: 9475320.0, 579: 1251730000.0, 398: 748119825.0, 410: 30.0, 826: 1291831567.0}","{191: 87.395, 703: 1618.51, 372: 1863.67, 208: 3779.55, 470: 198.625, 100: 167.98, 348: 2263.19, 616: 2938.515, 568: 137.335, 705: 449.46, 620: 1218.99, 203: 2583.26, 380: 12598.5, 0: 13812224.735, 428: 181.6, 642: 10163.925, 40: 1609.43, 826: 3803.385, 196: 172.52, 440: 192.95, 442: 733.21, 752: 3399.325, 56: 1922169.035, 276: 11811444.465, 233: 801.31, 300: 331.42, 246: 2747.835, 724: 3098.55, 251: 21470.795}","{191: 123.0, 703: 2289.0, 372: 2628.0, 208: 5256.0, 470: 248.0, 100: 231.0, 348: 3177.0, 616: 4108.0, 568: 187.0, 705: 632.0, 620: 1717.0, 203: 4188.0, 380: 23317.0, 0: 35495661.0, 428: 253.0, 642: 15176.0, 40: 2246.0, 826: 4895.0, 196: 216.0, 440: 264.0, 442: 1028.0, 752: 4782.0, 56: 4634643.0, 276: 30743700.0, 233: 1133.0, 300: 455.0, 246: 3865.0, 724: 4346.0, 251: 30558.0}"
9398,201503,528,"{579: 419265310.102, 320: 9823461.0, 398: 380300563.41, 484: 81915663.0, 818: 29806737.4, 826: 189760243.278, 24: 48915675.29, 56: 5721516.076}","{579: 1024203000.0, 320: 39783703.0, 398: 925888471.0, 484: 214147846.057, 818: 80000000.0, 826: 416958618.0, 24: 151394553.0, 56: 11920192.66}","{196: 121.386, 233: 694.716, 348: 2103.656, 752: 5979.325, 276: 11840701.414, 191: 59.609, 703: 1466.381, 620: 1117.398, 203: 1880.393, 56: 2945679.528, 100: 192.916, 372: 1947.589, 208: 5294.363, 826: 4542.206, 470: 130.056, 440: 170.157, 642: 20215.038, 616: 3546.194, 568: 118.134, 428: 114.883, 442: 843.196, 40: 2261.891, 380: 6460.532, 705: 166.905, 300: 421.598, 246: 2401.701, 724: 4396.977, 251: 19746.836, 0: 14872774.975}","{196: 179.0, 233: 1028.0, 348: 3068.0, 752: 8857.0, 276: 30499900.0, 191: 88.0, 703: 2176.0, 620: 1646.0, 203: 2664.0, 56: 6105041.0, 100: 278.0, 372: 2880.0, 208: 7777.0, 826: 6124.0, 470: 191.0, 440: 248.0, 642: 31603.0, 616: 5234.0, 568: 170.0, 428: 166.0, 442: 1249.0, 40: 3299.0, 380: 9368.0, 705: 242.0, 300: 616.0, 246: 3551.0, 724: 6477.0, 251: 29146.0, 0: 36733266.0}"
9399,201504,528,"{643: 74225326.0, 826: 149291773.054, 208: 38610246.093, 24: 168911851.99, 398: 296222858.28, 124: 5179759.348, 579: 422939096.318, 484: 23208914.0, 56: 6123143.316, 251: 314.747, 842: 64386877.0}","{643: 200008172.0, 826: 309973061.0, 208: 85609903.0, 24: 462134931.0, 398: 728361268.0, 124: 13541174.752, 579: 927240000.0, 484: 60673853.576, 56: 12744130.9, 251: 479.0, 842: 0.0}","{191: 40.96, 196: 530.327, 428: 133.66, 0: 17011235.635, 705: 735.128, 348: 3035.366, 246: 2142.865, 440: 423.615, 442: 1366.777, 616: 3536.59, 251: 13204.275, 703: 1214.793, 372: 1902.494, 208: 2382.159, 568: 58.207, 470: 72.219, 100: 236.06, 642: 291.033, 752: 4467.896, 56: 2245982.504, 233: 835.373, 300: 1000.291, 40: 2071.724, 276: 14717420.241, 620: 872.021, 203: 542.184, 724: 3303.764, 826: 5.389, 380: 3427.722}","{191: 64.0, 196: 794.0, 428: 200.0, 0: 38924432.0, 705: 1102.0, 348: 4545.0, 246: 3209.0, 440: 635.0, 442: 2046.0, 616: 5298.0, 251: 19769.0, 703: 1819.0, 372: 2847.0, 208: 3567.0, 568: 88.0, 470: 108.0, 100: 353.0, 642: 433.0, 752: 6688.0, 56: 4642308.0, 233: 1252.0, 300: 1499.0, 40: 3102.0, 276: 34210500.0, 620: 1307.0, 203: 812.0, 724: 4948.0, 826: 7.0, 380: 5132.0}"
9400,201505,528,"{208: 40999511.983, 643: 42784966.0, 398: 445340771.32, 24: 185085499.04, 124: 19322861.099, 579: 764334723.331, 56: 5842735.35, 826: 969350043.817}","{208: 85385213.0, 643: 100033661.0, 398: 1046864133.0, 24: 475134135.0, 124: 50514748.127, 579: 1615912400.0, 56: 11755930.9, 826: 1842400751.0}","{470: 90.315, 233: 1335.77, 372: 2110.695, 752: 2820.95, 276: 27746819.6, 0: 30101155.48, 428: 75.82, 705: 739.245, 703: 1303.435, 246: 5674.235, 724: 4584.88, 579: 226.345, 300: 1183.015, 208: 3675.04, 826: 16.725, 196: 583.145, 442: 2332.58, 348: 3568.0, 40: 2790.845, 568: 79.165, 100: 292.13, 620: 559.73, 203: 919.875, 616: 5162.45, 251: 13049.96, 191: 52.405, 440: 555.27, 642: 267.6, 380: 3750.86, 56: 2296535.395}","{470: 129.0, 233: 1932.0, 372: 3055.0, 752: 4083.0, 276: 57005100.0, 0: 61676647.0, 428: 111.0, 705: 1068.0, 703: 1885.0, 246: 8213.0, 724: 6634.0, 579: 533.0, 300: 1716.0, 208: 5320.0, 826: 21.0, 196: 844.0, 442: 3374.0, 348: 5164.0, 40: 4041.0, 568: 116.0, 100: 424.0, 620: 810.0, 203: 1332.0, 616: 7516.0, 251: 18887.0, 191: 79.0, 440: 804.0, 642: 389.0, 380: 5427.0, 56: 4587640.0}"
9401,201506,528,"{208: 38170115.996, 579: 934127857.626, 56: 5710138.16, 818: 27688531.416, 484: 54684649.0, 686: 1530287.79, 251: 51.58, 826: 494744213.711, 398: 378775258.77, 643: 85901195.0, 384: 13.453}","{208: 85307202.0, 579: 2079450000.0, 56: 11424900.0, 818: 61000000.0, 484: 142959226.195, 686: 6175555.0, 251: 75.0, 826: 959298159.0, 398: 817916856.0, 643: 200146085.0, 384: 9.0}","{428: 160.346, 440: 492.251, 642: 25547.699, 752: 2673.179, 826: 38.124, 191: 54.944, 233: 983.38, 246: 2705.697, 203: 971.046, 56: 3119117.967, 196: 1019.262, 703: 1605.702, 372: 3678.985, 208: 9915.656, 568: 82.976, 470: 561.771, 300: 1815.385, 348: 2554.321, 724: 9443.589, 579: 10114.126, 0: 24456316.605, 100: 288.174, 620: 2106.923, 616: 4547.993, 276: 21218633.497, 705: 745.664, 442: 6103.236, 40: 3717.11, 380: 11005.559, 251: 15632.043}","{428: 230.0, 440: 706.0, 642: 38948.0, 752: 3845.0, 826: 51.0, 191: 80.0, 233: 1416.0, 246: 3895.0, 203: 1397.0, 56: 6083386.0, 196: 1533.0, 703: 2309.0, 372: 5293.0, 208: 14272.0, 568: 120.0, 470: 809.0, 300: 2614.0, 348: 3675.0, 724: 13768.0, 579: 23691.0, 0: 52813503.0, 100: 416.0, 620: 3032.0, 616: 6598.0, 276: 46548100.0, 705: 1075.0, 442: 8784.0, 40: 5128.0, 380: 15838.0, 251: 22494.0}"
